ifs,code,country,imf_region,imf_income,year,FD,FI,FM,FID,FIA,FIE,FMD,FMA,FME
678,MLI,Mali,Africa,LIC,1982,0.11,0.21,0.01,0.05,0.03,0.62,0.04,0.00,0.00
678,MLI,Mali,Africa,LIC,1981,0.11,0.21,0.01,0.05,0.03,0.61,0.04,0.00,0.00
678,MLI,Mali,Africa,LIC,1980,0.11,0.20,0.01,0.05,0.03,0.61,0.04,0.00,0.00
181,MLT,Malta,Europe,AM,2018,0.56,0.71,0.39,0.66,0.58,0.76,0.17,1.00,0.02
181,MLT,Malta,Europe,AM,2017,0.58,0.73,0.40,0.69,0.61,0.75,0.19,1.00,0.02
181,MLT,Malta,Europe,AM,2016,0.54,0.74,0.31,0.66,0.64,0.78,0.17,0.74,0.02
181,MLT,Malta,Europe,AM,2015,0.56,0.77,0.33,0.70,0.67,0.76,0.21,0.78,0.02
181,MLT,Malta,Europe,AM,2014,0.55,0.77,0.31,0.69,0.67,0.79,0.15,0.78,0.02
181,MLT,Malta,Europe,AM,2013,0.56,0.78,0.32,0.68,0.70,0.80,0.18,0.78,0.02
181,MLT,Malta,Europe,AM,2012,0.54,0.77,0.30,0.65,0.70,0.79,0.13,0.78,0.01
181,MLT,Malta,Europe,AM,2011,0.52,0.73,0.30,0.53,0.72,0.79,0.12,0.78,0.02
181,MLT,Malta,Europe,AM,2010,0.54,0.76,0.31,0.67,0.68,0.75,0.14,0.78,0.01
181,MLT,Malta,Europe,AM,2009,0.55,0.78,0.31,0.68,0.68,0.84,0.14,0.78,0.01
181,MLT,Malta,Europe,AM,2008,0.54,0.75,0.31,0.65,0.67,0.76,0.15,0.78,0.02
181,MLT,Malta,Europe,AM,2007,0.56,0.75,0.35,0.68,0.65,0.78,0.25,0.78,0.02
181,MLT,Malta,Europe,AM,2006,0.56,0.73,0.37,0.65,0.61,0.79,0.27,0.78,0.07
181,MLT,Malta,Europe,AM,2005,0.56,0.74,0.37,0.61,0.65,0.80,0.30,0.78,0.04
181,MLT,Malta,Europe,AM,2004,0.54,0.70,0.36,0.54,0.65,0.78,0.26,0.78,0.04
181,MLT,Malta,Europe,AM,2003,0.52,0.67,0.35,0.51,0.61,0.79,0.25,0.78,0.03
181,MLT,Malta,Europe,AM,2002,0.54,0.70,0.36,0.50,0.67,0.79,0.27,0.78,0.05
181,MLT,Malta,Europe,AM,2001,0.54,0.69,0.37,0.50,0.66,0.80,0.29,0.78,0.04
181,MLT,Malta,Europe,AM,2000,0.56,0.69,0.41,0.50,0.65,0.79,0.34,0.78,0.11
181,MLT,Malta,Europe,AM,1999,0.56,0.66,0.43,0.47,0.61,0.80,0.38,0.78,0.13
181,MLT,Malta,Europe,AM,1998,0.54,0.64,0.43,0.46,0.57,0.79,0.38,0.78,0.12
181,MLT,Malta,Europe,AM,1997,0.52,0.64,0.38,0.46,0.57,0.81,0.26,0.78,0.13
181,MLT,Malta,Europe,AM,1996,0.51,0.63,0.37,0.45,0.57,0.78,0.22,0.79,0.10
181,MLT,Malta,Europe,AM,1995,0.47,0.61,0.31,0.43,0.55,0.77,0.16,0.73,0.07
181,MLT,Malta,Europe,AM,1994,0.46,0.59,0.30,0.44,0.51,0.75,0.15,0.70,0.07
181,MLT,Malta,Europe,AM,1993,0.42,0.57,0.26,0.43,0.44,0.79,0.12,0.60,0.06
181,MLT,Malta,Europe,AM,1992,0.40,0.55,0.24,0.42,0.41,0.74,0.12,0.56,0.05
181,MLT,Malta,Europe,AM,1991,0.38,0.53,0.23,0.42,0.39,0.72,0.11,0.53,0.05
181,MLT,Malta,Europe,AM,1990,0.37,0.51,0.21,0.41,0.37,0.69,0.10,0.50,0.05
181,MLT,Malta,Europe,AM,1989,0.34,0.47,0.19,0.39,0.32,0.65,0.09,0.44,0.04
181,MLT,Malta,Europe,AM,1988,0.32,0.45,0.18,0.38,0.30,0.61,0.09,0.41,0.04
181,MLT,Malta,Europe,AM,1987,0.31,0.44,0.17,0.38,0.29,0.60,0.08,0.40,0.04
181,MLT,Malta,Europe,AM,1986,0.30,0.42,0.16,0.37,0.27,0.57,0.08,0.37,0.04
181,MLT,Malta,Europe,AM,1985,0.28,0.40,0.15,0.36,0.26,0.54,0.07,0.35,0.03
181,MLT,Malta,Europe,AM,1984,0.26,0.38,0.14,0.35,0.23,0.49,0.07,0.32,0.03
181,MLT,Malta,Europe,AM,1983,0.24,0.35,0.12,0.34,0.21,0.44,0.06,0.29,0.03
181,MLT,Malta,Europe,AM,1982,0.19,0.28,0.10,0.28,0.17,0.34,0.05,0.23,0.02
181,MLT,Malta,Europe,AM,1981,0.17,0.24,0.09,0.25,0.15,0.28,0.04,0.20,0.02
181,MLT,Malta,Europe,AM,1980,0.15,0.22,0.08,0.23,0.14,0.25,0.04,0.19,0.02
518,MMR,Myanmar,Asia and Pacific,LIC,2018,0.13,0.26,0.00,0.05,0.08,0.73,0.01,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,2017,0.14,0.27,0.00,0.05,0.07,0.77,0.01,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,2016,0.13,0.25,0.00,0.05,0.05,0.76,0.01,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,2015,0.11,0.22,0.00,0.04,0.05,0.64,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,2014,0.13,0.26,0.00,0.03,0.05,0.79,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,2013,0.13,0.25,0.00,0.03,0.03,0.79,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,2012,0.12,0.23,0.00,0.02,0.02,0.76,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,2011,0.11,0.21,0.00,0.02,0.02,0.69,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,2010,0.10,0.20,0.00,0.01,0.02,0.65,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,2009,0.12,0.23,0.00,0.01,0.02,0.77,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,2008,0.11,0.21,0.00,0.01,0.02,0.71,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,2007,0.11,0.22,0.00,0.01,0.02,0.73,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,2006,0.11,0.22,0.00,0.01,0.02,0.72,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,2005,0.12,0.24,0.00,0.01,0.02,0.79,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,2004,0.11,0.21,0.00,0.01,0.02,0.68,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,2003,0.10,0.20,0.00,0.01,0.02,0.67,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,2002,0.11,0.21,0.00,0.02,0.02,0.67,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,2001,0.11,0.21,0.00,0.02,0.02,0.67,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,2000,0.12,0.23,0.00,0.02,0.02,0.74,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,1999,0.11,0.22,0.00,0.02,0.02,0.72,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,1998,0.11,0.21,0.00,0.02,0.03,0.67,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,1997,0.13,0.25,0.00,0.02,0.03,0.79,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,1996,0.13,0.25,0.00,0.02,0.03,0.80,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,1995,0.13,0.25,0.00,0.02,0.03,0.81,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,1994,0.11,0.22,0.00,0.02,0.03,0.70,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,1993,0.11,0.22,0.00,0.02,0.03,0.71,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,1992,0.12,0.23,0.00,0.02,0.03,0.71,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,1991,0.11,0.22,0.00,0.02,0.03,0.71,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,1990,0.11,0.22,0.00,0.01,0.03,0.71,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,1989,0.10,0.20,0.00,0.01,0.02,0.67,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,1988,0.11,0.21,0.00,0.01,0.03,0.67,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,1987,0.11,0.21,0.00,0.01,0.03,0.67,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,1986,0.11,0.21,0.00,0.02,0.03,0.67,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,1985,0.11,0.21,0.00,0.02,0.03,0.67,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,1984,0.11,0.21,0.00,0.01,0.03,0.67,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,1983,0.11,0.21,0.00,0.02,0.03,0.67,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,1982,0.11,0.21,0.00,0.02,0.03,0.67,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,1981,0.11,0.21,0.00,0.02,0.03,0.67,0.00,0.00,0.00
518,MMR,Myanmar,Asia and Pacific,LIC,1980,0.11,0.21,0.00,0.02,0.03,0.67,0.00,0.00,0.00
948,MNG,Mongolia,Asia and Pacific,EM,2018,0.40,0.64,0.15,0.12,0.98,0.69,0.31,0.10,0.00
948,MNG,Mongolia,Asia and Pacific,EM,2017,0.37,0.60,0.13,0.12,0.92,0.65,0.32,0.03,0.00
948,MNG,Mongolia,Asia and Pacific,EM,2016,0.38,0.60,0.15,0.12,0.90,0.68,0.36,0.04,0.00
948,MNG,Mongolia,Asia and Pacific,EM,2015,0.37,0.58,0.14,0.12,0.83,0.68,0.35,0.04,0.00
948,MNG,Mongolia,Asia and Pacific,EM,2014,0.32,0.56,0.07,0.13,0.76,0.72,0.16,0.04,0.00
948,MNG,Mongolia,Asia and Pacific,EM,2013,0.32,0.54,0.08,0.13,0.73,0.69,0.15,0.07,0.00
948,MNG,Mongolia,Asia and Pacific,EM,2012,0.31,0.52,0.09,0.10,0.70,0.68,0.14,0.11,0.00
948,MNG,Mongolia,Asia and Pacific,EM,2011,0.28,0.51,0.03,0.10,0.64,0.76,0.06,0.04,0.00
948,MNG,Mongolia,Asia and Pacific,EM,2010,0.26,0.47,0.04,0.08,0.58,0.71,0.07,0.04,0.00
948,MNG,Mongolia,Asia and Pacific,EM,2009,0.24,0.45,0.02,0.07,0.57,0.69,0.03,0.04,0.00
948,MNG,Mongolia,Asia and Pacific,EM,2008,0.24,0.44,0.02,0.06,0.54,0.69,0.03,0.04,0.00
948,MNG,Mongolia,Asia and Pacific,EM,2007,0.23,0.43,0.03,0.07,0.54,0.64,0.03,0.04,0.00
948,MNG,Mongolia,Asia and Pacific,EM,2006,0.21,0.40,0.02,0.06,0.54,0.55,0.03,0.03,0.00
948,MNG,Mongolia,Asia and Pacific,EM,2005,0.20,0.36,0.02,0.05,0.50,0.49,0.03,0.03,0.00
948,MNG,Mongolia,Asia and Pacific,EM,2004,0.19,0.35,0.02,0.05,0.49,0.46,0.03,0.03,0.00
948,MNG,Mongolia,Asia and Pacific,EM,2003,0.17,0.32,0.02,0.04,0.43,0.45,0.03,0.03,0.00
948,MNG,Mongolia,Asia and Pacific,EM,2002,0.17,0.32,0.02,0.03,0.41,0.51,0.03,0.02,0.00
948,MNG,Mongolia,Asia and Pacific,EM,2001,0.13,0.25,0.01,0.02,0.33,0.38,0.02,0.02,0.00
948,MNG,Mongolia,Asia and Pacific,EM,2000,0.14,0.25,0.01,0.01,0.32,0.42,0.02,0.02,0.00
948,MNG,Mongolia,Asia and Pacific,EM,1999,0.13,0.24,0.01,0.01,0.32,0.37,0.02,0.02,0.00
948,MNG,Mongolia,Asia and Pacific,EM,1998,0.17,0.32,0.02,0.02,0.40,0.55,0.02,0.02,0.00
948,MNG,Mongolia,Asia and Pacific,EM,1997,0.10,0.19,0.01,0.01,0.23,0.33,0.01,0.01,0.00
948,MNG,Mongolia,Asia and Pacific,EM,1996,0.10,0.19,0.01,0.01,0.23,0.33,0.01,0.01,0.00
948,MNG,Mongolia,Asia and Pacific,EM,1995,0.10,0.19,0.01,0.01,0.23,0.32,0.01,0.01,0.00
948,MNG,Mongolia,Asia and Pacific,EM,1994,0.15,0.28,0.01,0.02,0.30,0.54,0.02,0.02,0.00
948,MNG,Mongolia,Asia and Pacific,EM,1993,0.09,0.18,0.01,0.01,0.18,0.34,0.01,0.01,0.00
948,MNG,Mongolia,Asia and Pacific,EM,1992,0.10,0.18,0.01,0.02,0.18,0.34,0.01,0.01,0.00
948,MNG,Mongolia,Asia and Pacific,EM,1991,0.11,0.21,0.01,0.03,0.21,0.41,0.01,0.01,0.00
948,MNG,Mongolia,Asia and Pacific,EM,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
948,MNG,Mongolia,Asia and Pacific,EM,1989,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
948,MNG,Mongolia,Asia and Pacific,EM,1988,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
948,MNG,Mongolia,Asia and Pacific,EM,1987,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
948,MNG,Mongolia,Asia and Pacific,EM,1986,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
948,MNG,Mongolia,Asia and Pacific,EM,1985,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
948,MNG,Mongolia,Asia and Pacific,EM,1984,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
948,MNG,Mongolia,Asia and Pacific,EM,1983,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
948,MNG,Mongolia,Asia and Pacific,EM,1982,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
948,MNG,Mongolia,Asia and Pacific,EM,1981,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
948,MNG,Mongolia,Asia and Pacific,EM,1980,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
688,MOZ,Mozambique,Africa,LIC,2018,0.13,0.23,0.03,0.10,0.10,0.51,0.06,0.00,0.00
688,MOZ,Mozambique,Africa,LIC,2017,0.12,0.21,0.03,0.10,0.10,0.46,0.07,0.01,0.00
688,MOZ,Mozambique,Africa,LIC,2016,0.14,0.23,0.05,0.12,0.10,0.51,0.13,0.01,0.00
688,MOZ,Mozambique,Africa,LIC,2015,0.15,0.25,0.04,0.12,0.10,0.56,0.10,0.01,0.00
688,MOZ,Mozambique,Africa,LIC,2014,0.14,0.24,0.03,0.12,0.09,0.56,0.08,0.01,0.00
688,MOZ,Mozambique,Africa,LIC,2013,0.14,0.24,0.03,0.10,0.08,0.57,0.09,0.01,0.00
688,MOZ,Mozambique,Africa,LIC,2012,0.13,0.23,0.02,0.09,0.08,0.56,0.06,0.00,0.00
688,MOZ,Mozambique,Africa,LIC,2011,0.12,0.22,0.03,0.09,0.07,0.54,0.06,0.00,0.00
688,MOZ,Mozambique,Africa,LIC,2010,0.14,0.23,0.04,0.09,0.06,0.59,0.09,0.01,0.00
688,MOZ,Mozambique,Africa,LIC,2009,0.13,0.23,0.03,0.07,0.05,0.61,0.09,0.01,0.00
688,MOZ,Mozambique,Africa,LIC,2008,0.12,0.21,0.03,0.06,0.05,0.59,0.08,0.00,0.00
688,MOZ,Mozambique,Africa,LIC,2007,0.11,0.20,0.02,0.05,0.04,0.58,0.05,0.00,0.00
688,MOZ,Mozambique,Africa,LIC,2006,0.12,0.21,0.02,0.05,0.04,0.62,0.05,0.00,0.00
688,MOZ,Mozambique,Africa,LIC,2005,0.10,0.18,0.02,0.04,0.03,0.52,0.06,0.00,0.00
688,MOZ,Mozambique,Africa,LIC,2004,0.10,0.16,0.03,0.04,0.03,0.46,0.07,0.00,0.00
688,MOZ,Mozambique,Africa,LIC,2003,0.09,0.16,0.02,0.05,0.04,0.46,0.06,0.00,0.00
688,MOZ,Mozambique,Africa,LIC,2002,0.10,0.17,0.02,0.07,0.04,0.43,0.06,0.00,0.00
688,MOZ,Mozambique,Africa,LIC,2001,0.12,0.22,0.02,0.04,0.04,0.65,0.06,0.00,0.00
688,MOZ,Mozambique,Africa,LIC,2000,0.06,0.11,0.01,0.05,0.04,0.25,0.02,0.00,0.00
688,MOZ,Mozambique,Africa,LIC,1999,0.07,0.12,0.01,0.04,0.04,0.30,0.02,0.00,0.00
688,MOZ,Mozambique,Africa,LIC,1998,0.07,0.13,0.01,0.04,0.04,0.35,0.02,0.00,0.00
688,MOZ,Mozambique,Africa,LIC,1997,0.07,0.14,0.01,0.04,0.03,0.39,0.01,0.00,0.00
688,MOZ,Mozambique,Africa,LIC,1996,0.08,0.15,0.01,0.04,0.03,0.41,0.01,0.00,0.00
688,MOZ,Mozambique,Africa,LIC,1995,0.10,0.19,0.01,0.04,0.04,0.57,0.02,0.01,0.00
688,MOZ,Mozambique,Africa,LIC,1994,0.10,0.18,0.01,0.04,0.04,0.51,0.02,0.01,0.00
688,MOZ,Mozambique,Africa,LIC,1993,0.10,0.18,0.01,0.04,0.04,0.50,0.02,0.01,0.00
688,MOZ,Mozambique,Africa,LIC,1992,0.12,0.22,0.01,0.06,0.06,0.62,0.03,0.01,0.00
688,MOZ,Mozambique,Africa,LIC,1991,0.11,0.20,0.01,0.05,0.05,0.57,0.03,0.01,0.00
688,MOZ,Mozambique,Africa,LIC,1990,0.11,0.19,0.01,0.03,0.05,0.57,0.03,0.01,0.00
688,MOZ,Mozambique,Africa,LIC,1989,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
688,MOZ,Mozambique,Africa,LIC,1988,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
688,MOZ,Mozambique,Africa,LIC,1987,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
688,MOZ,Mozambique,Africa,LIC,1986,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
688,MOZ,Mozambique,Africa,LIC,1985,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
688,MOZ,Mozambique,Africa,LIC,1984,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
688,MOZ,Mozambique,Africa,LIC,1983,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
688,MOZ,Mozambique,Africa,LIC,1982,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
688,MOZ,Mozambique,Africa,LIC,1981,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
688,MOZ,Mozambique,Africa,LIC,1980,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,2018,0.11,0.20,0.01,0.02,0.17,0.44,0.02,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,2017,0.12,0.22,0.01,0.02,0.14,0.53,0.02,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,2016,0.11,0.21,0.01,0.02,0.14,0.50,0.02,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,2015,0.10,0.20,0.01,0.02,0.13,0.48,0.03,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,2014,0.11,0.21,0.01,0.02,0.12,0.55,0.02,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,2013,0.09,0.16,0.01,0.02,0.11,0.39,0.02,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,2012,0.10,0.18,0.01,0.02,0.08,0.51,0.02,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,2011,0.11,0.20,0.01,0.05,0.07,0.54,0.02,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,2010,0.11,0.20,0.01,0.06,0.07,0.53,0.03,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,2009,0.10,0.18,0.01,0.06,0.07,0.47,0.03,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,2008,0.11,0.20,0.01,0.06,0.07,0.54,0.03,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,2007,0.10,0.19,0.01,0.05,0.06,0.50,0.03,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,2006,0.12,0.21,0.01,0.05,0.07,0.59,0.03,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,2005,0.12,0.21,0.01,0.06,0.07,0.56,0.03,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,2004,0.10,0.19,0.01,0.07,0.07,0.47,0.04,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,2003,0.10,0.19,0.01,0.07,0.07,0.46,0.02,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,2002,0.10,0.19,0.01,0.07,0.07,0.48,0.03,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,2001,0.10,0.19,0.01,0.07,0.07,0.48,0.03,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,2000,0.09,0.16,0.01,0.07,0.06,0.38,0.03,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,1999,0.10,0.18,0.01,0.07,0.07,0.44,0.03,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,1998,0.11,0.20,0.01,0.07,0.07,0.51,0.03,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,1997,0.11,0.20,0.01,0.07,0.07,0.49,0.03,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,1996,0.09,0.17,0.01,0.07,0.07,0.40,0.03,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,1995,0.11,0.20,0.01,0.07,0.07,0.50,0.03,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,1994,0.11,0.20,0.01,0.07,0.07,0.51,0.03,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,1993,0.10,0.18,0.01,0.07,0.06,0.44,0.02,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,1992,0.10,0.19,0.01,0.07,0.06,0.47,0.03,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,1991,0.13,0.25,0.01,0.07,0.08,0.65,0.03,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,1990,0.13,0.25,0.01,0.08,0.08,0.65,0.03,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,1989,0.13,0.25,0.01,0.07,0.08,0.65,0.03,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,1988,0.12,0.23,0.01,0.07,0.07,0.59,0.03,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,1987,0.12,0.23,0.01,0.07,0.07,0.59,0.03,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,1986,0.13,0.24,0.01,0.07,0.07,0.62,0.03,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,1985,0.13,0.25,0.01,0.08,0.08,0.66,0.03,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,1984,0.12,0.22,0.01,0.08,0.06,0.56,0.03,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,1983,0.12,0.22,0.01,0.08,0.06,0.56,0.03,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,1982,0.12,0.22,0.01,0.08,0.06,0.56,0.03,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,1981,0.11,0.21,0.01,0.07,0.06,0.56,0.03,0.00,0.00
682,MRT,Mauritania,Middle East and Central Asia,LIC,1980,0.11,0.21,0.01,0.07,0.06,0.56,0.03,0.00,0.00
684,MUS,Mauritius,Africa,EM,2018,0.44,0.50,0.36,0.37,0.39,0.68,0.41,0.58,0.06
684,MUS,Mauritius,Africa,EM,2017,0.49,0.51,0.46,0.38,0.41,0.68,0.42,0.89,0.06
684,MUS,Mauritius,Africa,EM,2016,0.42,0.53,0.29,0.37,0.43,0.72,0.32,0.49,0.05
684,MUS,Mauritius,Africa,EM,2015,0.43,0.54,0.31,0.38,0.45,0.71,0.33,0.49,0.08
684,MUS,Mauritius,Africa,EM,2014,0.43,0.56,0.29,0.44,0.46,0.70,0.29,0.49,0.06
684,MUS,Mauritius,Africa,EM,2013,0.40,0.55,0.24,0.45,0.46,0.65,0.20,0.49,0.04
684,MUS,Mauritius,Africa,EM,2012,0.39,0.53,0.24,0.43,0.45,0.60,0.17,0.49,0.05
684,MUS,Mauritius,Africa,EM,2011,0.41,0.55,0.25,0.41,0.44,0.73,0.20,0.47,0.08
684,MUS,Mauritius,Africa,EM,2010,0.40,0.54,0.24,0.40,0.43,0.74,0.22,0.44,0.06
684,MUS,Mauritius,Africa,EM,2009,0.39,0.51,0.26,0.37,0.42,0.70,0.22,0.50,0.06
684,MUS,Mauritius,Africa,EM,2008,0.39,0.52,0.24,0.36,0.39,0.74,0.15,0.50,0.09
684,MUS,Mauritius,Africa,EM,2007,0.40,0.45,0.34,0.32,0.39,0.56,0.38,0.56,0.06
684,MUS,Mauritius,Africa,EM,2006,0.36,0.47,0.25,0.34,0.37,0.65,0.21,0.48,0.04
684,MUS,Mauritius,Africa,EM,2005,0.37,0.46,0.25,0.34,0.36,0.64,0.12,0.57,0.07
684,MUS,Mauritius,Africa,EM,2004,0.34,0.43,0.24,0.32,0.35,0.58,0.11,0.57,0.06
684,MUS,Mauritius,Africa,EM,2003,0.33,0.41,0.25,0.32,0.33,0.53,0.12,0.57,0.06
684,MUS,Mauritius,Africa,EM,2002,0.30,0.36,0.23,0.29,0.31,0.41,0.09,0.56,0.06
684,MUS,Mauritius,Africa,EM,2001,0.34,0.42,0.25,0.28,0.30,0.65,0.09,0.56,0.13
684,MUS,Mauritius,Africa,EM,2000,0.34,0.42,0.24,0.27,0.31,0.66,0.10,0.56,0.06
684,MUS,Mauritius,Africa,EM,1999,0.34,0.43,0.25,0.27,0.32,0.69,0.13,0.57,0.06
684,MUS,Mauritius,Africa,EM,1998,0.35,0.43,0.26,0.28,0.31,0.66,0.15,0.58,0.07
684,MUS,Mauritius,Africa,EM,1997,0.34,0.41,0.26,0.28,0.29,0.64,0.13,0.58,0.10
684,MUS,Mauritius,Africa,EM,1996,0.32,0.38,0.25,0.26,0.27,0.60,0.12,0.57,0.08
684,MUS,Mauritius,Africa,EM,1995,0.32,0.40,0.24,0.26,0.28,0.64,0.11,0.56,0.05
684,MUS,Mauritius,Africa,EM,1994,0.32,0.37,0.25,0.25,0.26,0.57,0.13,0.56,0.08
684,MUS,Mauritius,Africa,EM,1993,0.30,0.38,0.21,0.23,0.28,0.63,0.08,0.49,0.06
684,MUS,Mauritius,Africa,EM,1992,0.30,0.37,0.22,0.22,0.29,0.59,0.08,0.51,0.07
684,MUS,Mauritius,Africa,EM,1991,0.32,0.40,0.23,0.21,0.31,0.66,0.09,0.55,0.07
684,MUS,Mauritius,Africa,EM,1990,0.32,0.39,0.23,0.20,0.31,0.66,0.09,0.54,0.07
